simulation_id,probability,payoutMultiplier
1162,0.0001,85
1163,0.0001,833
1164,0.0001,1027
1165,0.0001,72
1166,0.0001,139
1167,0.0001,201
1168,0.0001,170
1169,0.0001,63
1170,0.0001,884
1171,0.0001,944
1172,0.0001,31
1173,0.0001,675
1174,0.0001,1544
1175,0.0001,163
1176,0.0001,78
1177,0.0001,614
1178,0.0001,963
1179,0.0001,116
1180,0.0001,85
1181,0.0001,817
1182,0.0001,218
1183,0.0001,101
1184,0.0001,1101
1185,0.0001,114
1186,0.0001,123
1187,0.0001,123
1188,0.0001,1223
1189,0.0001,87
1190,0.0001,0
1191,0.0001,1469
1192,0.0001,31
1193,0.0001,178
1194,0.0001,1649
1195,0.0001,64
1196,0.0001,786
1197,0.0001,2388
1198,0.0001,2242
1199,0.0001,996
1200,0.0001,0
1201,0.0001,145
1202,0.0001,1945
1203,0.0001,1624
1204,0.0001,98
1205,0.0001,123
1206,0.0001,0
1207,0.0001,94
1208,0.0001,2565
1209,0.0001,893
1210,0.0001,941
1211,0.0001,1551
1212,0.0001,838
1213,0.0001,1623
1214,0.0001,2488
1215,0.0001,966
1216,0.0001,0
1217,0.0001,319
1218,0.0001,784
1219,0.0001,145
1220,0.0001,927
1221,0.0001,108
1222,0.0001,196
1223,0.0001,752
1224,0.0001,62
1225,0.0001,3323
1226,0.0001,186
1227,0.0001,861
1228,0.0001,781
1229,0.0001,3927
1230,0.0001,116
1231,0.0001,123
1232,0.0001,285
1233,0.0001,1285
1234,0.0001,982
1235,0.0001,2239
1236,0.0001,768
1237,0.0001,23
1238,0.0001,183
1239,0.0001,1033
1240,0.0001,2539
1241,0.0001,46
1242,0.0001,4125
1243,0.0001,62
1244,0.0001,1472
1245,0.0001,116
1246,0.0001,249
1247,0.0001,0
1248,0.0001,124
1249,0.0001,1520
1250,0.0001,111
1251,0.0001,0
1252,0.0001,39
1253,0.0001,116
1254,0.0001,156
1255,0.0001,216
1256,0.0001,93
1257,0.0001,1859
1258,0.0001,108
1259,0.0001,195
1260,0.0001,2439
1261,0.0001,783
1262,0.0001,945
1263,0.0001,732
1264,0.0001,108
1265,0.0001,865
1266,0.0001,46
1267,0.0001,762
1268,0.0001,0
1269,0.0001,108
1270,0.0001,87
1271,0.0001,805
1272,0.0001,1014
1273,0.0001,1911
1274,0.0001,62
1275,0.0001,93
1276,0.0001,177
1277,0.0001,108
1278,0.0001,805
1279,0.0001,86
1280,0.0001,2864
1281,0.0001,210
1282,0.0001,159
1283,0.0001,124
1284,0.0001,294
1285,0.0001,204
1286,0.0001,109
1287,0.0001,139
1288,0.0001,227
1289,0.0001,93
1290,0.0001,278
1291,0.0001,868
1292,0.0001,248
1293,0.0001,0
1294,0.0001,773
1295,0.0001,201
1296,0.0001,1727
1297,0.0001,289
1298,0.0001,3584
1299,0.0001,247
1300,0.0001,1564
1301,0.0001,1695
1302,0.0001,2688
1303,0.0001,139
1304,0.0001,1618
1305,0.0001,147
1306,0.0001,3367
1307,0.0001,830
1308,0.0001,884
1309,0.0001,1454
1310,0.0001,892
1311,0.0001,1695
1312,0.0001,1662
1313,0.0001,114
1314,0.0001,31
1315,0.0001,1675
1316,0.0001,416
1317,0.0001,2332
1318,0.0001,23
1319,0.0001,63
1320,0.0001,125
1321,0.0001,263
1322,0.0001,402
1323,0.0001,175
1324,0.0001,2453
1325,0.0001,948
1326,0.0001,783
1327,0.0001,149
1328,0.0001,881
1329,0.0001,23
1330,0.0001,1605
1331,0.0001,77
1332,0.0001,3365
1333,0.0001,0
1334,0.0001,744
1335,0.0001,47
1336,0.0001,82
1337,0.0001,3747
1338,0.0001,1132
1339,0.0001,47
1340,0.0001,2524
1341,0.0001,1578
1342,0.0001,62
1343,0.0001,2410
1344,0.0001,1030
1345,0.0001,2211
1346,0.0001,62
1347,0.0001,140
1348,0.0001,224
1349,0.0001,179
1350,0.0001,124
1351,0.0001,47
1352,0.0001,1475
1353,0.0001,612
1354,0.0001,263
1355,0.0001,898
1356,0.0001,637
1357,0.0001,1047
1358,0.0001,123
1359,0.0001,5590
1360,0.0001,123
1361,0.0001,2941
1362,0.0001,116
1363,0.0001,185
1364,0.0001,46
1365,0.0001,116
1366,0.0001,108
1367,0.0001,807
1368,0.0001,101
1369,0.0001,1334
1370,0.0001,1408
1371,0.0001,712
1372,0.0001,63
1373,0.0001,897
1374,0.0001,787
1375,0.0001,1672
1376,0.0001,109
1377,0.0001,62
1378,0.0001,180
1379,0.0001,178
1380,0.0001,927
1381,0.0001,31
1382,0.0001,254
1383,0.0001,62
1384,0.0001,63
1385,0.0001,876
1386,0.0001,144
1387,0.0001,876
1388,0.0001,31
1389,0.0001,16
1390,0.0001,188
1391,0.0001,982
1392,0.0001,1644
1393,0.0001,1602
1394,0.0001,78
1395,0.0001,681
1396,0.0001,618
1397,0.0001,186
1398,0.0001,2147
1399,0.0001,117
1400,0.0001,4668
1401,0.0001,1605
1402,0.0001,190
1403,0.0001,100
1404,0.0001,1585
1405,0.0001,932
1406,0.0001,930
1407,0.0001,235
1408,0.0001,62
1409,0.0001,877
1410,0.0001,123
1411,0.0001,93
1412,0.0001,996
1413,0.0001,2397
1414,0.0001,954
1415,0.0001,144
1416,0.0001,161
1417,0.0001,1758
1418,0.0001,884
1419,0.0001,1583
1420,0.0001,256
1421,0.0001,62
1422,0.0001,635
1423,0.0001,787
1424,0.0001,1030
1425,0.0001,154
1426,0.0001,125
1427,0.0001,814
1428,0.0001,848
1429,0.0001,188
1430,0.0001,300
1431,0.0001,155
1432,0.0001,0
1433,0.0001,293
1434,0.0001,125
1435,0.0001,147
1436,0.0001,2799
1437,0.0001,200
1438,0.0001,853
1439,0.0001,1671
1440,0.0001,924
1441,0.0001,47
1442,0.0001,235
1443,0.0001,0
1444,0.0001,139
1445,0.0001,116
1446,0.0001,786
1447,0.0001,2243
1448,0.0001,147
1449,0.0001,173
1450,0.0001,4567
1451,0.0001,98
1452,0.0001,1708
1453,0.0001,165
